id,user_id,item_id,rating,timestamp
0,1,4,3,876893119
1,1,6,5,887431973
2,1,7,4,875071561
3,1,8,1,875072484
4,1,9,5,878543541
5,1,10,3,875693118
6,1,11,2,875072262
7,1,12,5,878542960
8,1,13,5,875071805
9,1,14,5,874965706
10,1,15,5,875071608
11,1,16,5,878543541
12,1,17,3,875073198
13,1,18,4,887432020
14,1,19,5,875071515
15,1,20,4,887431883
16,1,21,1,878542772
17,1,22,4,875072404
18,1,23,4,875072895
19,1,24,3,875071713
20,1,25,4,875071805
21,1,26,3,875072442
22,1,27,2,876892946
23,1,29,1,878542869
24,1,30,3,878542515
25,1,32,5,888732909
26,1,34,2,878542869
27,1,35,1,878542420
28,1,36,2,875073180
29,1,37,2,878543030
30,1,38,3,878543075
31,1,39,4,875072173
32,1,40,3,876893230
33,1,41,2,876892818
34,1,42,5,876892425
35,1,43,4,878542869
36,1,45,5,875241687
37,1,47,4,875072125
38,1,48,5,875072520
39,1,49,3,878542478
40,1,50,5,874965954
41,1,51,4,878543275
42,1,52,4,875072205
43,1,53,3,876893206
44,1,55,5,875072688
45,1,57,5,878542459
46,1,58,4,878542960
47,1,60,5,875072370
48,1,63,2,878543196
49,1,64,5,875072404
50,1,66,4,878543030
51,1,67,3,876893054
52,1,70,3,875072895
53,1,73,3,876892774
54,1,75,4,878543238
55,1,76,4,878543176
56,1,77,4,876893205
57,1,78,1,878543176
58,1,79,4,875072865
59,1,80,4,876893008
60,1,81,5,875072865
61,1,82,5,878542589
62,1,83,3,875072370
63,1,85,3,875073180
64,1,86,5,878543541
65,1,87,5,878543541
66,1,88,4,878542791
67,1,89,5,875072484
68,1,90,4,878542300
69,1,91,5,876892636
70,1,92,3,876892425
71,1,93,5,875071484
72,1,94,2,875072956
73,1,96,5,875072716
74,1,97,3,875073128
75,1,98,4,875072404
76,1,100,5,878543541
77,1,102,2,889751736
78,1,103,1,878542845
79,1,104,1,875241619
80,1,105,2,875240739
81,1,106,4,875241390
82,1,107,4,875241619
83,1,108,5,875240920
84,1,109,5,874965739
85,1,110,1,878542845
86,1,111,5,889751711
87,1,112,1,878542441
88,1,113,5,878542738
89,1,114,5,875072173
90,1,115,5,878541637
91,1,116,3,878542960
92,1,118,3,875071927
93,1,119,5,876893098
94,1,121,4,875071823
95,1,122,3,875241498
96,1,123,4,875071541
97,1,124,5,875071484
98,1,125,3,878542960
99,1,126,2,875071713
100,1,128,4,875072573
101,1,129,5,887431908
102,1,131,1,878542552
103,1,133,4,876892818
104,1,134,4,875073067
105,1,135,4,875072404
106,1,137,5,875071541
107,1,138,1,878543006
108,1,140,1,878543133
109,1,141,3,878542608
110,1,142,2,878543238
111,1,144,4,875073180
112,1,145,2,875073067
113,1,146,4,875071561
114,1,147,3,875240993
115,1,149,2,878542791
116,1,150,5,876892196
117,1,151,4,875072865
118,1,152,5,878542589
119,1,153,3,876893230
120,1,154,5,878543541
121,1,156,4,874965556
122,1,157,4,876892918
123,1,159,3,875073180
124,1,161,4,875072303
125,1,162,4,878542420
126,1,163,4,875072442
127,1,164,3,876893171
128,1,166,5,874965677
129,1,167,2,878542383
130,1,170,5,876892856
131,1,171,5,889751711
132,1,172,5,874965478
133,1,173,5,878541803
134,1,174,5,875073198
135,1,175,5,875072547
136,1,176,5,876892468
137,1,177,5,876892701
138,1,178,5,878543541
139,1,179,3,875072370
140,1,180,3,875072573
141,1,181,5,874965739
142,1,182,4,875072520
143,1,183,5,875072262
144,1,184,4,875072956
145,1,185,4,875072631
146,1,186,4,875073128
147,1,187,4,874965678
148,1,188,3,875073128
149,1,189,3,888732928
150,1,191,5,875072956
151,1,193,4,876892654
152,1,195,5,876892855
153,1,196,5,874965677
154,1,197,5,875072956
155,1,198,5,878542717
156,1,200,3,876893098
157,1,201,3,878542960
158,1,202,5,875072442
159,1,203,4,878542231
160,1,204,5,875072688
161,1,205,3,878542909
162,1,206,4,876893205
163,1,208,5,878542960
164,1,209,4,888732908
165,1,210,4,878542909
166,1,211,3,878541970
167,1,212,4,875072895
168,1,213,2,876892896
169,1,214,4,875072520
170,1,215,3,876893145
171,1,216,5,876892701
172,1,217,3,876892676
173,1,219,1,878542327
174,1,220,3,875241390
175,1,221,5,887431921
176,1,222,4,878873388
177,1,223,5,876892918
178,1,224,5,875071484
179,1,225,2,878542738
180,1,226,3,878543176
181,1,228,5,878543541
182,1,229,4,878542075
183,1,230,4,878542420
184,1,232,3,878543196
185,1,233,2,878542552
186,1,234,4,876892355
187,1,235,5,875071589
188,1,236,4,875071898
189,1,237,2,875071749
190,1,238,4,875072235
191,1,239,4,878542845
192,1,240,3,875071898
193,1,242,5,889751633
194,1,243,1,875241390
195,1,244,2,887431973
196,1,245,2,875071713
197,1,246,5,874965905
198,1,247,1,875241619
199,1,248,4,874965954
200,1,249,4,874965970
201,1,250,4,874965706
202,1,251,4,875071843
203,1,252,2,875240677
204,1,253,5,874965970
205,1,254,1,878541392
206,1,255,2,885345822
207,1,256,4,889751712
208,1,258,5,878873389
209,1,260,1,875071713
210,1,261,1,875692992
211,1,262,3,875071421
212,1,263,1,875693007
213,1,264,2,875071713
214,1,265,4,878542441
215,1,266,1,885345728
216,1,268,5,875692927
217,1,269,5,877482427
218,1,270,5,888732827
219,1,271,2,887431672
220,1,272,3,887431647
221,2,1,4,888550871
222,2,10,2,888551853
223,2,13,4,888551922
224,2,14,4,888551853
225,2,25,4,888551648
226,2,50,5,888552084
